Unnamed: 0,Unnamed: 1,Unnamed: 2,New York State Department of Corrections and Community Supervision,Unnamed: 3,Unnamed: 4
2022-06-04,1205 Five Points,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-06-04,820 Five Points,,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 5,4.0,545
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - June 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of July 1, 2022",,
Date,Time Facility,,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-06-04,2120 Five Points,,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 5,5.0,60
2022-06-04,1450 Great Meadow,,3 101.20 LEWD CONDUCT 2,1.0,64
2022-06-04,2015 Great Meadow,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,193
2022-06-04,900 Great Meadow,,3 113.10 WEAPON 114.10 SMUGGLING 113.23 CONTRABAND 3,3.0,365
2022-06-04,1215 Great Meadow,,3 106.10 DIRECT ORDER 101.20 LEWD CONDUCT 107.11 HARASSMENT 3,3.0,30
2022-06-04,2015 Great Meadow,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,120
2022-06-04,1102 Great Meadow,,3 102.10 THREATS 107.11 HARASSMENT 2,2.0,15
2022-06-04,2015 Great Meadow,,3 106.10 DIRECT ORDER 104.13 CREATE DISTURB 3,2.0,15
2022-06-04,2110 Great Meadow,,3 100.13 FIGHTING 106.10 DIRECT ORDER 104.13 CREATE DISTURB 4,3.0,19
2022-06-04,300 Great Meadow,,3 107.11 HARASSMENT 5,1.0,4
2022-06-04,1606 Greene,,3 107.10 INTERFERENCE 104.13 CREATE DISTURB 107.11 HARASSMENT 7,4.0,20
2022-06-04,1700 Greene,,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 4,4.0,60
2022-06-04,1845 Greene,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 104.13 CREATE DISTURB 6,4.0,20
2022-06-04,715 Mohawk,,3 102.10 THREATS 106.10 DIRECT ORDER 181.10 HEARING DISP 4,4.0,30
2022-06-04,1655 Shawangunk,,3 101.20 LEWD CONDUCT 107.10 INTERFERENCE 3,2.0,26
2022-06-04,750 Sing Sing,,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 6,6.0,263
2022-06-04,945 Upstate,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 2,2.0,30
2022-06-04,1516 Upstate,,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 3,3.0,65
2022-06-04,1932 Upstate,,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 106.10 DIRECT ORDER 5,4.0,30
2022-06-04,1245 Upstate,,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 4,4.0,30
2022-06-04,1449 Upstate,,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 3,3.0,60
2022-06-04,915 Upstate,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 104.13 CREATE DISTURB 3,3.0,30
2022-06-04,1240 Wallkill,,3 100.11 ASSAULT ON STAFF 106.10 DIRECT ORDER 5,2.0,33
2022-06-05,1 Bare Hill,,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 4,2.0,165
2022-06-05,1730 Bare Hill,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-06-05,1 Bare Hill,,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 4,2.0,100
2022-06-05,1 Bare Hill,,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 104.11 VIOLENT CONDUCT 4,3.0,180
2022-06-05,1730 Bare Hill,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,3.0,30
